time_ms,uio_in_0,analog_0,analog_1,analog_2
1.338514299999999925e-05,1.500000000000000000e+00,7.500008409999999737e-01,5.371770319999999987e-01,3.136626449999999761e-02
1.398848449999999924e-05,1.500000000000000000e+00,7.500008790000000092e-01,5.371767250000000216e-01,1.887216980000000141e-02
1.458436910000000064e-05,1.500000000000000000e+00,7.500009159999999619e-01,5.371764100000000486e-01,1.141583910000000014e-02
1.523163720000000110e-05,1.500000000000000000e+00,7.500009570000000236e-01,5.371760549999999856e-01,6.570420750000000032e-03
1.583802569999999944e-05,1.500000000000000000e+00,7.500009949999999481e-01,5.371757099999999729e-01,3.907332870000000333e-03
1.647098710000000142e-05,1.500000000000000000e+00,7.500010350000000381e-01,5.371753379999999467e-01,2.264715149999999878e-03
1.707113550000000036e-05,1.500000000000000000e+00,7.500010729999999626e-01,5.371749729999999445e-01,1.351131509999999904e-03
1.768536300000000057e-05,1.500000000000000000e+00,7.500011109999999981e-01,5.371745879999999529e-01,7.968022660000000134e-04
1.828192299999999813e-05,1.500000000000000000e+00,7.500011490000000336e-01,5.371742029999999612e-01,4.781588030000000016e-04
1.896298889999999951e-05,1.500000000000000000e+00,7.500011909999999560e-01,5.371737509999999771e-01,2.651842899999999940e-04
1.978054669999999848e-05,1.500000000000000000e+00,7.500012430000000396e-01,5.371731889999999954e-01,1.264190449999999933e-04
2.079848340000000077e-05,1.500000000000000000e+00,7.500013070000000059e-01,5.371724620000000172e-01,4.450692159999999946e-05
2.208880449999999998e-05,1.500000000000000000e+00,7.500013880000000466e-01,5.371714979999999695e-01,5.561670489999999936e-06
2.377476720000000108e-05,1.500000000000000000e+00,7.500014940000000463e-01,5.371701679999999479e-01,-5.910411720000000359e-06
2.608930060000000072e-05,1.500000000000000000e+00,7.500016390000000532e-01,5.371682169999999479e-01,-4.153484139999999771e-06
2.956394650000000051e-05,1.500000000000000000e+00,7.500018579999999657e-01,5.371650260000000454e-01,4.961156379999999775e-07
3.571581379999999616e-05,1.500000000000000000e+00,7.500022440000000401e-01,5.371586689999999775e-01,3.016077789999999917e-06
4.801954839999999423e-05,1.500000000000000000e+00,7.500030170000000496e-01,5.371436040000000522e-01,3.117901920000000017e-06
7.262701750000000568e-05,1.500000000000000000e+00,7.500045629999999575e-01,5.371063000000000365e-01,2.804442739999999812e-06
1.218419560000000165e-04,1.500000000000000000e+00,7.500076559999999670e-01,5.370141990000000254e-01,2.759014129999999980e-06
2.202718320000000016e-04,1.500000000000000000e+00,7.500138400000000427e-01,5.368006539999999882e-01,2.767367440000000015e-06
4.171315859999999908e-04,1.500000000000000000e+00,7.500262090000000548e-01,5.363468479999999872e-01,2.768451500000000085e-06
8.108510919999999773e-04,1.500000000000000000e+00,7.500509469999999679e-01,5.354337270000000260e-01,2.768392889999999872e-06
1.598290100000000075e-03,1.500000000000000000e+00,7.501004220000000444e-01,5.336178539999999471e-01,2.768387490000000188e-06
2.598290099999999662e-03,1.500000000000000000e+00,7.501632480000000047e-01,5.313267459999999609e-01,2.768387599999999952e-06
3.598290100000000116e-03,1.500000000000000000e+00,7.502260680000000237e-01,5.290519179999999544e-01,2.768387610000000200e-06
4.598290100000000137e-03,1.500000000000000000e+00,7.502888789999999641e-01,5.267912799999999729e-01,2.768387610000000200e-06
5.598290100000000158e-03,1.500000000000000000e+00,7.503516780000000219e-01,5.245448390000000405e-01,2.768387610000000200e-06
6.598290100000000179e-03,1.500000000000000000e+00,7.504144640000000033e-01,5.223128390000000287e-01,2.768387610000000200e-06
7.598290100000000200e-03,1.500000000000000000e+00,7.504772330000000213e-01,5.200954920000000481e-01,2.768387610000000200e-06
8.598290099999999353e-03,1.500000000000000000e+00,7.505399839999999934e-01,5.178929970000000216e-01,2.768387610000000200e-06
9.598290100000000241e-03,1.500000000000000000e+00,7.506027130000000325e-01,5.157055489999999853e-01,2.768387610000000200e-06
1.059829010000000113e-02,1.500000000000000000e+00,7.506654179999999732e-01,5.135333380000000059e-01,2.768387610000000200e-06
1.159829010000000028e-02,1.500000000000000000e+00,7.507280969999999831e-01,5.113765519999999842e-01,2.768387610000000200e-06
1.259829009999999944e-02,1.500000000000000000e+00,7.507907480000000078e-01,5.092353720000000195e-01,2.768387610000000200e-06
1.359829010000000032e-02,1.500000000000000000e+00,7.508533670000000493e-01,5.071099780000000168e-01,2.768387610000000200e-06
1.459829009999999948e-02,1.500000000000000000e+00,7.509159520000000532e-01,5.050005400000000533e-01,2.768387610000000200e-06
1.559829010000000037e-02,1.500000000000000000e+00,7.509785009999999650e-01,5.029072279999999839e-01,2.768387610000000200e-06
1.659829009999999952e-02,1.500000000000000000e+00,7.510410119999999523e-01,5.008302019999999466e-01,2.768387610000000200e-06
1.759829010000000041e-02,1.500000000000000000e+00,7.511034810000000173e-01,4.987696200000000246e-01,2.768387610000000200e-06
1.859829009999999783e-02,1.500000000000000000e+00,7.511659069999999661e-01,4.967256329999999998e-01,2.768387610000000200e-06
1.959829009999999871e-02,1.500000000000000000e+00,7.512282869999999946e-01,4.946983850000000182e-01,2.768387610000000200e-06
2.059829009999999960e-02,1.500000000000000000e+00,7.512906190000000484e-01,4.926880149999999792e-01,2.768387610000000200e-06
2.159829010000000049e-02,1.500000000000000000e+00,7.513528990000000185e-01,4.906946549999999796e-01,2.768387610000000200e-06
2.259829010000000138e-02,1.500000000000000000e+00,7.514151260000000443e-01,4.887184290000000098e-01,2.768387610000000200e-06
2.359829010000000227e-02,1.500000000000000000e+00,7.514772969999999885e-01,4.867594579999999782e-01,2.768387610000000200e-06
2.459829009999999969e-02,1.500000000000000000e+00,7.515394100000000188e-01,4.848178510000000219e-01,2.768387610000000200e-06
2.559829010000000057e-02,1.500000000000000000e+00,7.516014619999999979e-01,4.828937130000000022e-01,2.768387610000000200e-06
2.659829010000000146e-02,1.500000000000000000e+00,7.516634509999999825e-01,4.809871410000000069e-01,2.768387610000000200e-06
2.759829009999999888e-02,1.500000000000000000e+00,7.517253739999999462e-01,4.790982229999999897e-01,2.768387610000000200e-06
2.859829009999999977e-02,1.500000000000000000e+00,7.517872300000000285e-01,4.772270430000000174e-01,2.768387610000000200e-06
2.959829009999999719e-02,1.500000000000000000e+00,7.518490140000000377e-01,4.753736720000000249e-01,2.768387610000000200e-06
3.059829009999999808e-02,1.500000000000000000e+00,7.519107259999999737e-01,4.735381759999999773e-01,2.768387610000000200e-06
3.159829010000000243e-02,1.500000000000000000e+00,7.519723619999999498e-01,4.717206150000000098e-01,2.768387610000000200e-06
3.259829010000000332e-02,1.500000000000000000e+00,7.520339200000000224e-01,4.699210349999999869e-01,2.768387610000000200e-06
3.359829009999999727e-02,1.500000000000000000e+00,7.520953980000000261e-01,4.681394799999999967e-01,2.768387610000000200e-06
3.459829009999999816e-02,1.500000000000000000e+00,7.521567930000000457e-01,4.663759820000000222e-01,2.768387610000000200e-06
3.559829009999999905e-02,1.500000000000000000e+00,7.522181030000000268e-01,4.646305669999999943e-01,2.768387610000000200e-06
3.659829009999999994e-02,1.500000000000000000e+00,7.522793260000000259e-01,4.629032490000000166e-01,2.768387610000000200e-06
3.759829010000000082e-02,1.500000000000000000e+00,7.523404580000000452e-01,4.611940390000000001e-01,2.768387610000000200e-06
3.859829009999999477e-02,1.500000000000000000e+00,7.524014980000000019e-01,4.595029350000000012e-01,2.768387610000000200e-06
3.959829010000000260e-02,1.500000000000000000e+00,7.524624439999999526e-01,4.578299310000000233e-01,2.768387610000000200e-06
4.059829009999999655e-02,1.500000000000000000e+00,7.525232920000000103e-01,4.561750090000000202e-01,2.768387610000000200e-06
4.159829010000000438e-02,1.500000000000000000e+00,7.525840400000000097e-01,4.545381459999999763e-01,2.768387610000000200e-06
4.259829009999999833e-02,1.500000000000000000e+00,7.526446869999999789e-01,4.529193089999999922e-01,2.768387610000000200e-06
4.359829010000000615e-02,1.500000000000000000e+00,7.527052290000000312e-01,4.513184590000000052e-01,2.768387610000000200e-06
4.459829010000000010e-02,1.500000000000000000e+00,7.527656640000000010e-01,4.497355490000000122e-01,2.768387610000000200e-06
4.559829010000000099e-02,1.500000000000000000e+00,7.528259899999999449e-01,4.481705229999999873e-01,2.768387610000000200e-06
4.659829010000000188e-02,1.500000000000000000e+00,7.528862050000000306e-01,4.466233190000000186e-01,2.768387610000000200e-06
4.759829009999999583e-02,1.500000000000000000e+00,7.529463050000000379e-01,4.450938669999999764e-01,2.768387610000000200e-06
4.859829010000000366e-02,1.500000000000000000e+00,7.530062899999999670e-01,4.435820930000000106e-01,2.768387610000000200e-06
4.959829009999999760e-02,1.500000000000000000e+00,7.530661549999999593e-01,4.420879120000000273e-01,2.768387610000000200e-06
5.059829009999999849e-02,1.500000000000000000e+00,7.531259000000000148e-01,4.406112349999999900e-01,2.768387610000000200e-06
5.159829009999999938e-02,1.500000000000000000e+00,7.531855210000000245e-01,4.391519669999999764e-01,2.768387610000000200e-06
5.259829010000000027e-02,1.500000000000000000e+00,7.532450160000000450e-01,4.377100070000000120e-01,2.768387610000000200e-06
5.359829010000000116e-02,1.500000000000000000e+00,7.533043839999999935e-01,4.362852460000000154e-01,2.768387610000000200e-06
5.459829010000000205e-02,1.500000000000000000e+00,7.533636200000000116e-01,4.348775710000000183e-01,2.768387610000000200e-06
5.559829009999999599e-02,1.500000000000000000e+00,7.534227239999999881e-01,4.334868660000000262e-01,2.768387610000000200e-06
5.659829010000000382e-02,1.500000000000000000e+00,7.534816930000000079e-01,4.321130069999999934e-01,2.768387610000000200e-06
5.759829009999999777e-02,1.500000000000000000e+00,7.535405250000000166e-01,4.307558670000000145e-01,2.768387610000000200e-06
5.859829009999999866e-02,1.500000000000000000e+00,7.535992169999999879e-01,4.294153130000000207e-01,2.768387610000000200e-06
5.959829009999999955e-02,1.500000000000000000e+00,7.536577660000000067e-01,4.280912089999999726e-01,2.768387610000000200e-06
6.059829010000000044e-02,1.500000000000000000e+00,7.537161709999999903e-01,4.267834160000000265e-01,2.768387610000000200e-06
6.159829010000000132e-02,1.500000000000000000e+00,7.537744299999999953e-01,4.254917899999999809e-01,2.768387610000000200e-06
6.259829009999999527e-02,1.500000000000000000e+00,7.538325390000000237e-01,4.242161839999999962e-01,2.768387610000000200e-06
6.359829009999999616e-02,1.500000000000000000e+00,7.538904969999999928e-01,4.229564490000000121e-01,2.768387610000000200e-06
6.459829010000001093e-02,1.500000000000000000e+00,7.539483019999999591e-01,4.217124320000000259e-01,2.768387610000000200e-06
6.559829009999999794e-02,1.500000000000000000e+00,7.540059510000000076e-01,4.204839770000000088e-01,2.768387610000000200e-06
6.659829009999999883e-02,1.500000000000000000e+00,7.540634410000000010e-01,4.192709290000000144e-01,2.768387610000000200e-06
6.759829009999999971e-02,1.500000000000000000e+00,7.541207709999999675e-01,4.180731269999999888e-01,2.768387610000000200e-06
6.859829010000000060e-02,1.500000000000000000e+00,7.541779389999999639e-01,4.168904099999999890e-01,2.768387610000000200e-06
6.959829010000000149e-02,1.500000000000000000e+00,7.542349409999999921e-01,4.157226159999999893e-01,2.768387610000000200e-06
7.059829010000000238e-02,1.500000000000000000e+00,7.542917770000000521e-01,4.145695810000000203e-01,2.768387610000000200e-06
7.159829010000000327e-02,1.500000000000000000e+00,7.543484430000000351e-01,4.134311410000000020e-01,2.768387610000000200e-06
7.259829009999999028e-02,1.500000000000000000e+00,7.544049369999999977e-01,4.123071289999999944e-01,2.768387610000000200e-06
7.359829009999999117e-02,1.500000000000000000e+00,7.544612569999999963e-01,4.111973800000000012e-01,2.768387610000000200e-06
7.459829010000000593e-02,1.500000000000000000e+00,7.545174009999999765e-01,4.101017270000000270e-01,2.768387610000000200e-06
7.559829010000000682e-02,1.500000000000000000e+00,7.545733669999999949e-01,4.090200019999999936e-01,2.768387610000000200e-06
7.659829009999999383e-02,1.500000000000000000e+00,7.546291529999999970e-01,4.079520389999999885e-01,2.768387610000000200e-06
7.759829009999999472e-02,1.500000000000000000e+00,7.546847549999999849e-01,4.068976699999999891e-01,2.768387610000000200e-06
7.859829009999999561e-02,1.500000000000000000e+00,7.547401729999999587e-01,4.058567299999999989e-01,2.768387610000000200e-06
7.959829010000001037e-02,1.500000000000000000e+00,7.547954030000000314e-01,4.048290520000000225e-01,2.768387610000000200e-06
8.059829009999999738e-02,1.500000000000000000e+00,7.548504440000000093e-01,4.038144690000000092e-01,2.768387610000000200e-06
8.159829009999999827e-02,1.500000000000000000e+00,7.549052939999999490e-01,4.028128180000000169e-01,2.768387610000000200e-06
8.259829009999999916e-02,1.500000000000000000e+00,7.549599500000000463e-01,4.018239330000000220e-01,2.768387610000000200e-06
8.359829010000000005e-02,1.500000000000000000e+00,7.550144100000000247e-01,4.008476530000000260e-01,2.768387610000000200e-06
8.459829010000000094e-02,1.500000000000000000e+00,7.550686730000000235e-01,3.998838140000000041e-01,2.768387610000000200e-06
8.559829010000000182e-02,1.500000000000000000e+00,7.551227350000000449e-01,3.989322550000000134e-01,2.768387610000000200e-06
8.659829010000000271e-02,1.500000000000000000e+00,7.551765950000000061e-01,3.979928169999999987e-01,2.768387610000000200e-06
8.759829009999998972e-02,1.500000000000000000e+00,7.552302499999999919e-01,3.970653419999999878e-01,2.768387610000000200e-06
8.859829010000000449e-02,1.500000000000000000e+00,7.552836990000000306e-01,3.961496729999999800e-01,2.768387610000000200e-06
8.959829010000000538e-02,1.500000000000000000e+00,7.553369399999999567e-01,3.952456529999999746e-01,2.768387610000000200e-06
9.059829010000000626e-02,1.500000000000000000e+00,7.553899699999999662e-01,3.943531299999999962e-01,2.768387610000000200e-06
9.159829009999999327e-02,1.500000000000000000e+00,7.554427870000000045e-01,3.934719509999999865e-01,2.768387610000000200e-06
9.259829009999999416e-02,1.500000000000000000e+00,7.554953890000000172e-01,3.926019649999999972e-01,2.768387610000000200e-06
9.359829010000000893e-02,1.500000000000000000e+00,7.555477739999999498e-01,3.917430250000000225e-01,2.768387610000000200e-06
9.459829010000000982e-02,1.500000000000000000e+00,7.555999399999999699e-01,3.908949820000000019e-01,2.768387610000000200e-06
9.559829009999999683e-02,1.500000000000000000e+00,7.556518850000000231e-01,3.900576920000000114e-01,2.768387610000000200e-06
9.659829009999999772e-02,1.500000000000000000e+00,7.557036070000000549e-01,3.892310119999999873e-01,2.768387610000000200e-06
9.759829009999999860e-02,1.500000000000000000e+00,7.557551040000000109e-01,3.884148000000000045e-01,2.768387610000000200e-06
9.859829009999999949e-02,1.500000000000000000e+00,7.558063739999999475e-01,3.876089180000000245e-01,2.768387610000000200e-06
9.959829010000000038e-02,1.500000000000000000e+00,7.558574139999999497e-01,3.868132260000000100e-01,2.768387610000000200e-06
1.005982899999999930e-01,1.500000000000000000e+00,7.559082230000000457e-01,3.860275910000000033e-01,2.768387610000000200e-06
1.015982900000000078e-01,1.500000000000000000e+00,7.559587989999999591e-01,3.852518779999999921e-01,2.768387610000000200e-06
1.025982900000000086e-01,1.500000000000000000e+00,7.560091399999999684e-01,3.844859569999999893e-01,2.768387610000000200e-06
1.035982899999999957e-01,1.500000000000000000e+00,7.560592430000000475e-01,3.837296969999999807e-01,2.768387610000000200e-06
1.045982899999999965e-01,1.500000000000000000e+00,7.561091070000000025e-01,3.829829710000000054e-01,2.768387610000000200e-06
1.055982899999999974e-01,1.500000000000000000e+00,7.561587300000000011e-01,3.822456539999999903e-01,2.768387610000000200e-06
1.065982899999999983e-01,1.500000000000000000e+00,7.562081099999999889e-01,3.815176220000000007e-01,2.768387610000000200e-06
1.075982899999999992e-01,1.500000000000000000e+00,7.562572450000000224e-01,3.807987540000000171e-01,2.768387610000000200e-06
1.085982900000000001e-01,1.500000000000000000e+00,7.563061330000000471e-01,3.800889299999999915e-01,2.768387610000000200e-06
1.095982900000000010e-01,1.500000000000000000e+00,7.563547720000000085e-01,3.793880339999999851e-01,2.768387610000000200e-06
1.105982899999999880e-01,1.500000000000000000e+00,7.564031599999999633e-01,3.786959489999999762e-01,2.768387610000000200e-06
1.115982900000000028e-01,1.500000000000000000e+00,7.564512949999999680e-01,3.780125619999999964e-01,2.768387610000000200e-06
1.125982900000000037e-01,1.500000000000000000e+00,7.564991749999999682e-01,3.773377620000000210e-01,2.768387610000000200e-06
1.135982900000000045e-01,1.500000000000000000e+00,7.565467989999999920e-01,3.766714380000000251e-01,2.768387610000000200e-06
1.145982899999999916e-01,1.500000000000000000e+00,7.565941649999999852e-01,3.760134840000000089e-01,2.768387610000000200e-06
1.155982899999999924e-01,1.500000000000000000e+00,7.566412700000000324e-01,3.753637939999999729e-01,2.768387610000000200e-06
1.165982900000000072e-01,1.500000000000000000e+00,7.566881130000000510e-01,3.747222629999999999e-01,2.768387610000000200e-06
1.175982900000000081e-01,1.500000000000000000e+00,7.567346919999999866e-01,3.740887900000000044e-01,2.768387610000000200e-06
1.185982899999999951e-01,1.500000000000000000e+00,7.567810050000000066e-01,3.734632749999999835e-01,2.768387610000000200e-06
1.195982899999999960e-01,1.500000000000000000e+00,7.568270499999999457e-01,3.728456190000000170e-01,2.768387610000000200e-06
1.205982900000000108e-01,1.500000000000000000e+00,7.568728260000000541e-01,3.722357259999999890e-01,2.768387610000000200e-06
1.215982899999999978e-01,1.500000000000000000e+00,7.569183299999999726e-01,3.716335009999999772e-01,2.768387610000000200e-06
1.225982899999999987e-01,1.500000000000000000e+00,7.569635620000000342e-01,3.710388510000000029e-01,2.768387610000000200e-06
1.235982899999999995e-01,1.500000000000000000e+00,7.570085180000000191e-01,3.704516860000000023e-01,2.768387610000000200e-06
1.245982900000000004e-01,1.500000000000000000e+00,7.570531980000000383e-01,3.698719149999999956e-01,2.768387610000000200e-06
1.255982900000000013e-01,1.500000000000000000e+00,7.570975989999999545e-01,3.692994499999999736e-01,2.768387610000000200e-06
1.265982900000000022e-01,1.500000000000000000e+00,7.571417200000000181e-01,3.687342069999999805e-01,2.768387610000000200e-06
1.275982899999999753e-01,1.500000000000000000e+00,7.571855589999999525e-01,3.681760989999999789e-01,2.768387610000000200e-06
1.285982900000000040e-01,1.500000000000000000e+00,7.572291150000000082e-01,3.676250449999999836e-01,2.768387610000000200e-06
1.295982900000000049e-01,1.500000000000000000e+00,7.572723850000000478e-01,3.670809640000000096e-01,2.768387610000000200e-06
1.305982900000000058e-01,1.500000000000000000e+00,7.573153679999999888e-01,3.665437739999999889e-01,2.768387610000000200e-06
1.315982900000000066e-01,1.500000000000000000e+00,7.573580619999999985e-01,3.660133990000000170e-01,2.768387610000000200e-06
1.325982900000000075e-01,1.500000000000000000e+00,7.574004659999999944e-01,3.654897610000000241e-01,2.768387610000000200e-06
1.335982900000000084e-01,1.500000000000000000e+00,7.574425769999999503e-01,3.649727859999999935e-01,2.768387610000000200e-06
1.345982899999999816e-01,1.500000000000000000e+00,7.574843949999999770e-01,3.644623989999999925e-01,2.768387610000000200e-06
1.355982899999999824e-01,1.500000000000000000e+00,7.575259170000000486e-01,3.639585289999999751e-01,2.768387610000000200e-06
1.365982899999999833e-01,1.500000000000000000e+00,7.575671430000000539e-01,3.634611050000000065e-01,2.768387610000000200e-06
1.375982900000000120e-01,1.500000000000000000e+00,7.576080689999999951e-01,3.629700570000000126e-01,2.768387610000000200e-06
1.385982900000000129e-01,1.500000000000000000e+00,7.576486949999999831e-01,3.624853169999999736e-01,2.768387610000000200e-06
1.395982900000000138e-01,1.500000000000000000e+00,7.576890189999999636e-01,3.620068180000000080e-01,2.768387610000000200e-06
1.405982900000000146e-01,1.500000000000000000e+00,7.577290399999999648e-01,3.615344959999999830e-01,2.768387610000000200e-06
1.415982900000000155e-01,1.500000000000000000e+00,7.577687549999999606e-01,3.610682849999999888e-01,2.768387610000000200e-06
1.425982899999999887e-01,1.500000000000000000e+00,7.578081639999999508e-01,3.606081239999999744e-01,2.768387610000000200e-06
1.435982899999999896e-01,1.500000000000000000e+00,7.578472640000000204e-01,3.601539500000000005e-01,2.768387610000000200e-06
1.445982899999999904e-01,1.500000000000000000e+00,7.578860549999999474e-01,3.597057040000000150e-01,2.768387610000000200e-06
1.455982899999999913e-01,1.500000000000000000e+00,7.579245340000000386e-01,3.592633250000000222e-01,2.768387610000000200e-06
1.465982899999999922e-01,1.500000000000000000e+00,7.579627009999999609e-01,3.588267569999999962e-01,2.768387610000000200e-06
1.475982900000000209e-01,1.500000000000000000e+00,7.580005530000000213e-01,3.583959420000000229e-01,2.768387610000000200e-06
1.485982900000000217e-01,1.500000000000000000e+00,7.580380890000000260e-01,3.579708249999999925e-01,2.768387610000000200e-06
1.495982899999999949e-01,1.500000000000000000e+00,7.580753080000000033e-01,3.575513499999999900e-01,2.768387610000000200e-06
1.505982899999999958e-01,1.500000000000000000e+00,7.581122089999999814e-01,3.571374660000000145e-01,2.768387610000000200e-06
1.515982899999999967e-01,1.500000000000000000e+00,7.581487879999999624e-01,3.567291180000000117e-01,2.768387610000000200e-06
1.525982899999999975e-01,1.500000000000000000e+00,7.581850470000000008e-01,3.563262569999999796e-01,2.768387610000000200e-06
1.535982899999999984e-01,1.500000000000000000e+00,7.582209819999999878e-01,3.559288319999999728e-01,2.768387610000000200e-06
1.545982899999999993e-01,1.500000000000000000e+00,7.582565919999999515e-01,3.555367919999999904e-01,2.768387610000000200e-06
1.555982900000000002e-01,1.500000000000000000e+00,7.582918770000000031e-01,3.551500919999999728e-01,2.768387610000000200e-06
1.565982899999999733e-01,1.500000000000000000e+00,7.583268340000000052e-01,3.547686820000000019e-01,2.768387610000000200e-06
1.575982900000000020e-01,1.500000000000000000e+00,7.583614629999999579e-01,3.543925159999999908e-01,2.768387610000000200e-06
1.585982900000000029e-01,1.500000000000000000e+00,7.583957609999999461e-01,3.540215500000000182e-01,2.768387610000000200e-06
1.595982900000000038e-01,1.500000000000000000e+00,7.584297279999999697e-01,3.536557390000000245e-01,2.768387610000000200e-06
1.605982900000000047e-01,1.500000000000000000e+00,7.584633619999999743e-01,3.532950389999999774e-01,2.768387610000000200e-06
1.615982900000000055e-01,1.500000000000000000e+00,7.584966619999999882e-01,3.529394080000000100e-01,2.768387610000000200e-06
1.625982900000000064e-01,1.500000000000000000e+00,7.585296270000000396e-01,3.525888030000000062e-01,2.768387610000000200e-06
1.635982900000000073e-01,1.500000000000000000e+00,7.585622549999999631e-01,3.522431850000000142e-01,2.768387610000000200e-06
1.645982899999999804e-01,1.500000000000000000e+00,7.585945450000000090e-01,3.519025120000000006e-01,2.768387610000000200e-06
1.655982899999999813e-01,1.500000000000000000e+00,7.586264950000000118e-01,3.515667459999999855e-01,2.768387610000000200e-06
1.665982900000000100e-01,1.500000000000000000e+00,7.586581049999999715e-01,3.512358489999999889e-01,2.768387610000000200e-06
1.675982900000000109e-01,1.500000000000000000e+00,7.586893729999999447e-01,3.509097820000000034e-01,2.768387610000000200e-06
1.685982900000000118e-01,1.500000000000000000e+00,7.587202979999999597e-01,3.505885089999999926e-01,2.768387610000000200e-06
1.695982900000000126e-01,1.500000000000000000e+00,7.587508790000000447e-01,3.502719930000000037e-01,2.768387610000000200e-06
1.705982900000000135e-01,1.500000000000000000e+00,7.587811150000000060e-01,3.499601999999999991e-01,2.768387610000000200e-06
1.715982899999999867e-01,1.500000000000000000e+00,7.588110040000000112e-01,3.496530950000000249e-01,2.768387610000000200e-06
1.725982899999999876e-01,1.500000000000000000e+00,7.588405440000000057e-01,3.493506439999999880e-01,2.768387610000000200e-06
1.735982899999999884e-01,1.500000000000000000e+00,7.588697359999999614e-01,3.490528130000000173e-01,2.768387610000000200e-06
1.745982899999999893e-01,1.500000000000000000e+00,7.588985780000000458e-01,3.487595709999999904e-01,2.768387610000000200e-06
1.755982899999999902e-01,1.500000000000000000e+00,7.589270689999999542e-01,3.484708859999999797e-01,2.768387610000000200e-06
1.765982900000000189e-01,1.500000000000000000e+00,7.589552069999999651e-01,3.481867260000000019e-01,2.768387610000000200e-06
1.775982900000000198e-01,1.500000000000000000e+00,7.589829909999999957e-01,3.479070610000000174e-01,2.768387610000000200e-06
1.785982899999999929e-01,1.500000000000000000e+00,7.590104210000000462e-01,3.476318620000000137e-01,2.768387610000000200e-06
1.795982899999999938e-01,1.500000000000000000e+00,7.590374949999999510e-01,3.473610990000000065e-01,2.768387610000000200e-06
1.805982899999999947e-01,1.500000000000000000e+00,7.590642119999999604e-01,3.470947429999999834e-01,2.768387610000000200e-06
1.815982899999999955e-01,1.500000000000000000e+00,7.590905719999999635e-01,3.468327680000000135e-01,2.768387610000000200e-06
1.825982899999999964e-01,1.500000000000000000e+00,7.591165720000000450e-01,3.465751449999999734e-01,2.768387610000000200e-06
1.835982899999999973e-01,1.500000000000000000e+00,7.591422129999999546e-01,3.463218479999999877e-01,2.768387610000000200e-06
1.845982899999999982e-01,1.500000000000000000e+00,7.591674929999999710e-01,3.460728510000000147e-01,2.768387610000000200e-06
